lesson_title,cefr_level,uuid,grammar_tags,vocabulary_tags,learning_language,content_type
Present tense (Japanese),A1,b8035f07-6a33-4b69-a018-7b12dbc1b915,"verb:present_tense, verb:auxiliary","university_academia, environmental_issues, animals_domesticated, identification",Japanese,section
Adjectives 4 (Japanese),C2,cb3f19e2-f5f0-47e3-aa8a-21860dc4bd91,adjective,"media, emotions_states, appliances, film_tv",Japanese,cards
Informal pronoun (Japanese),B2,ec3cc4fc-3801-4723-89d2-c654b8d00f1a,"pronoun:informal_pronoun, determiner:indefinite_article","professions, accidents_catastrophes, public_transit_trains, year_season_month, non_understanding",Japanese,by_yourself
Indefinite form (Japanese),C1,98c0cd67-4716-4f4c-9660-fbbcd3aef6b3,"noun:indefinite_form, verb:imperative_mood","cars, numbers, locations_directions",Japanese,section
Finite (Japanese),C2,0d8daaaa-70b3-4e6b-88c4-395f7fae6148,"verb:finite, verb:subjunctive_mood",routines_habits,Japanese,Live
Participle (Japanese),C2,68e17bfa-faf0-4aa5-b94d-3b7947b92ba7,"verb:participle, pronoun:indirect_object, verb:infinitive","argumentation, accidents_catastrophes, business, computers_hardware, traditions_celebrations",Japanese,section
Interrogative (Japanese),C1,85d3cef0-8d94-43f5-9361-78f640565fa9,pronoun:interrogative,"illness_injury, politics",Japanese,section
Accusative case (Japanese),A2,a671af20-cc9f-45b6-afb7-7f2701926628,"noun:accusative_case, verb:conditional_mood, adjective:absolute_superlative","shopping, public_transit_trains, hobbies_games, adulthood, shapes",Japanese,Live
Superlative (Japanese),B2,5bf7cc08-052d-4f74-a172-d5095078dc8e,"adjective:superlative, pronoun:personal","love, numbers, literature, nature_landscapes, childhood",Japanese,section
Subjunction and comparatives (Japanese),B2,b667e857-8198-40fe-ba5f-1c7bb6e01f3c,"subjunction, adjective:comparative, pronoun:adverbial",animals_domesticated,Japanese,section
Reflexive (Japanese),B1,88a29638-fb0f-4a31-88cd-2130c7b6b83f,pronoun:reflexive,"internet, numbers, shapes, physical_appearance, routines_habits",Japanese,section
Informal pronoun (Japanese),C2,1ad9e69a-a36c-46f5-a714-451394457b26,"pronoun:informal_pronoun, interjection","nations_geography, personality_traits, boats_ships, internet",Japanese,cards
Accusative case (Japanese),B1,6bf3ab2a-820b-4dc3-a774-a08b65580c8a,"noun:accusative_case, verb:progressive_aspect","senses, vacation",Japanese,Live
Possessive (Japanese),B1,a1e74801-d094-4041-94f1-f68baba074d8,"pronoun:possessive, pronoun:informal_pronoun, verb:modal","body, furniture_decor, animals_domesticated",Japanese,Live
Interjections 2 (Japanese),A1,3658fd1e-fd50-44df-b01c-9c93904feae4,interjection,"clothes_shoes, languages, numbers",Japanese,by_yourself
Relative (Japanese),B1,e489c4a9-d2b2-4176-b148-405f6a9f84b6,"pronoun:relative, number_ordinal",identification,Japanese,Live
Ordinal numbers 3 (Japanese),C1,3633f22f-96dc-49ad-a2b1-58dcf2a2d783,number_ordinal,"death, family",Japanese,cards
Dative case (Japanese),A2,31cc3cf6-a9fc-4a09-ba6b-de16b27f3651,"noun:dative_case, determiner:partitive_article","animals_wild, year_season_month, groceries_grains",Japanese,Live
Direct object (Japanese),B1,950668f1-62e5-4843-b86a-74c3b5248aa4,pronoun:direct_object,"groceries_animal_products, colors, languages, public_transit_trains",Japanese,cards
Plural (Japanese),C2,637b764b-107c-45a1-8a4b-6b8ce5fef134,"noun:plural, verb:subjunctive_mood, noun:nominative_case","nature_landscapes, animals_wild, town_city, groceries_animal_products",Japanese,cards
Conjunctions 4 (Japanese),C2,8bd2d2d8-7217-4f4c-a077-3f400eb20795,"conjunction, noun:accusative_case","love, yard_garden",Japanese,by_yourself
Past tense (Japanese),A2,4a0d68b5-75ed-42ee-bf7b-1739980fcbb6,"verb:past_tense, pronoun:impersonal, noun:gender","phones, planes_airports, clothes_shoes, colors, politics",Japanese,by_yourself
Indefinite article (Japanese),C1,29410b85-4a94-4f1c-a662-8a24a1869872,"determiner:indefinite_article, adjective:comparative","work_life, animals_wild, money_banking",Japanese,cards
Future tense (Japanese),A1,12bac663-85d2-49e7-baf9-4dd879e070d5,verb:future_tense,"traditions_celebrations, week_dates, emotions_states, cars",Japanese,cards
Modal (Japanese),B1,4a985242-7715-4916-92c5-e5277d0e0005,"verb:modal, adjective:superlative","environmental_issues, senses, materials, going_out",Japanese,Live
Personal (Japanese),A1,00dc98ef-cfc9-403e-9ad7-5c7c26f4f75e,"pronoun:personal, adjective:comparative, determiner:demonstrative",job_applications,Japanese,section
Appreciative derivation (Japanese),A2,5f2dd956-0704-4f2e-bf0f-41d1568560f1,"noun:appreciative_derivation, verb:infinitive",locations_directions,Japanese,section
Interrogative (Japanese),A2,9d7c6768-7bff-45c6-bd02-6eb6badf9bfe,pronoun:interrogative,"clock_time_of_day, sweets_desserts, going_out, boats_ships, hotels_accomodation",Japanese,Live
Indirect object (Japanese),B2,59247447-c8da-4579-bdaa-9893e1e3331b,"pronoun:indirect_object, adjective:absolute_superlative, noun:appreciative_derivation","house_rooms, business, traditions_celebrations, space",Japanese,section
Adverbial (Japanese),A2,9cac9d01-be14-490f-a6ea-a9a22f485844,"pronoun:adverbial, pronoun:relative, pronoun:interrogative","weather_climate, love, emotions_states",Japanese,cards
Auxiliary (Japanese),C2,1f7400c8-ef5a-414b-b7c0-165c0960a804,verb:auxiliary,"identification, hotels_accomodation, childhood, town_city, accidents_catastrophes",Japanese,Live
Interrogatives and conjunctions (Japanese),B2,5a1cb4cb-6331-4b7f-b96b-952a14436f35,"conjunction, noun:singular, pronoun:interrogative",traditions_celebrations,Japanese,by_yourself
Dative case (Japanese),C2,6c83b293-8028-4198-b3ab-239d7a7f0e3e,noun:dative_case,"countryside, friends",Japanese,by_yourself
Present tense (Japanese),A2,63674e65-b5b3-4c54-966b-d09028f6594a,"verb:present_tense, noun:singular, pronoun:direct_object","senses, natural_sciences, appliances, emotions_states, non_understanding",Japanese,by_yourself
Demonstrative (Japanese),A1,169dd281-ef59-44e4-b198-be3fc199bd27,"determiner:demonstrative, interjection, determiner:possessive","sweets_desserts, religions, furniture_decor",Japanese,Live
Direct object (Japanese),A2,9d1e3cbd-41c5-45fd-9cc3-518eefb395ce,"pronoun:direct_object, verb:imperative_mood, adverb","death, media, old_age, professions, family",Japanese,by_yourself
Singular (Japanese),C2,7453820d-00c7-415e-9a82-8a63ee9642b9,"noun:singular, verb:gerund, pronoun:stressed","animals_wild, illness_injury",Japanese,by_yourself
Direct object (Japanese),C2,eb3ab163-2215-4f3b-828e-903b642b6467,pronoun:direct_object,materials,Japanese,section
Indirect object (Japanese),B2,973764b0-7fb1-4311-99de-15cc8df3d12b,"pronoun:indirect_object, noun:appreciative_derivation, pronoun:direct_object","vacation, week_dates, business",Japanese,section
Demonstratives and subjunctions (Japanese),B2,62fe9dfb-aef2-4d6c-9277-fad064b9e0b1,"subjunction, pronoun:demonstrative","family, accidents_catastrophes, outdoors",Japanese,by_yourself
Negation (Japanese),B2,251e9c84-2bfd-4597-bcbb-8ff67f5e0017,sentence:negation,"sweets_desserts, dishes, business, greetings_goodbyes",Japanese,section
Gender (Japanese),B2,c54608d2-52e5-406f-9a24-e2e99ac8211e,"noun:gender, verb:imperfect_aspect","house_rooms, theater_shows, hotels_accomodation",Japanese,cards
Irregular (Japanese),A1,2f96a0eb-0ffb-4e3a-87c4-3be10fd140db,verb:irregular,"university_academia, traveling, personality_traits, identification",Japanese,by_yourself
Definite article (Japanese),B2,693f52fe-c7ff-4791-b3cc-5ce3f94bb2da,determiner:definite_article,"accidents_catastrophes, furniture_decor, cars, hotels_accomodation, boats_ships",Japanese,by_yourself
Subjunctive mood (Japanese),B1,b3626219-971c-48d1-aad4-eaeea863d374,verb:subjunctive_mood,"devices_tools_gadgets, numbers, outdoors",Japanese,cards
Comparative (Japanese),C2,5ac6663a-b649-4d81-9410-e61a3119d9b6,"adjective:comparative, verb:infinitive","bikes, greetings_goodbyes, childhood, weather_climate, compliments",Japanese,Live
Interjections 3 (Japanese),B2,8c22d6ce-3f3c-41ff-a9c3-2651c62d52d9,interjection,"body, dishes, beverages",Japanese,Live
Formal and possessive pronouns (Japanese),A1,0ec8c7f8-4fce-49e8-9f54-b7e7abde880d,"conjunction, pronoun:formal_pronoun, pronoun:possessive",house_rooms,Japanese,section
Irregular (Japanese),C1,29a7be40-78f6-4ddd-839e-83546309b706,"verb:irregular, pronoun:stressed, noun:appreciative_derivation","plants, accidents_catastrophes, childhood, crime_law, furniture_decor",Japanese,by_yourself
Conjunctions 5 (Japanese),B2,0b8c7a1a-8fdd-458d-8121-af7e636380d3,conjunction,public_transit_trains,Japanese,by_yourself
Future tense (Japanese),A2,fc8bfbfd-6ab0-450d-8d63-87088495ef12,verb:future_tense,religions,Japanese,section
Superlative (Japanese),B2,0e5a8eb6-0656-4690-b3d2-3803433f3cdc,"adjective:superlative, noun:gender","job_applications, greetings_goodbyes, sweets_desserts",Japanese,section
Impersonal (Japanese),C1,3e68ae2f-e65d-4a2a-a748-b25b5ad5885e,"pronoun:impersonal, pronoun:relative","hotels_accomodation, outdoors",Japanese,Live
Superlative (Japanese),C2,721553dd-def5-4bbe-b674-5346168fdca0,"adverb:superlative, noun:appreciative_derivation","argumentation, shopping, accidents_catastrophes, money_banking",Japanese,by_yourself
Indirect object (Japanese),B2,ed02ac96-492b-40b2-8c69-548e67fa492b,"pronoun:indirect_object, adjective:superlative, pronoun:possessive","environmental_issues, childhood, plants, hobbies_games, devices_tools_gadgets",Japanese,by_yourself
Gender (Japanese),A1,374a0d55-df1f-4e1f-8094-84a4fad65413,"noun:gender, pronoun:stressed, verb:passive_voice","personality_traits, materials, school_classroom, sweets_desserts, dishes",Japanese,Live
Auxiliary (Japanese),B1,29157535-c87c-454a-be65-541d6fd99419,"verb:auxiliary, verb:imperfect_aspect, determiner:indefinite_article","colors, polite_expressions, crime_law, week_dates",Japanese,Live
Informal pronoun (Japanese),A2,eb8ea9e3-2ff8-412c-ba9c-b14b6545af91,"pronoun:informal_pronoun, noun:genitive_case","going_out, death, animals_wild",Japanese,by_yourself
Interrogative (Japanese),A1,77feb9d8-cfb1-4296-9764-54fc6c0040c5,pronoun:interrogative,"media, numbers",Japanese,Live
Genitive case (Japanese),C1,7c3be605-69b1-4c7d-a7f3-7e3167ec4e6f,noun:genitive_case,"nature_landscapes, friends, sweets_desserts, greetings_goodbyes, body",Japanese,section
Partitive article (Japanese),B1,4b60545f-5b27-4c08-9180-8e10a99e2938,"determiner:partitive_article, pronoun:indefinite, pronoun:impersonal","greetings_goodbyes, hotels_accomodation, plants",Japanese,by_yourself
Dative case (Japanese),A1,c46eba0d-8887-4572-b8c2-5ecaee5cebbc,noun:dative_case,"job_applications, cooking_tableware, countryside",Japanese,section
Prepositions (Japanese),C2,8b120c68-e5c9-4407-9a67-30d213c54c98,preposition,"physical_appearance, cars, polite_expressions, going_out",Japanese,Live
Definite form (Japanese),C2,1ec3c958-7c8d-47aa-ade2-79285ce23da2,"noun:definite_form, verb:past_tense",groceries_fruits_vegetables,Japanese,section
Indefinite form (Japanese),A1,a9f7b7c2-22f3-4ed5-bfd0-c009bc00b65a,"noun:indefinite_form, interjection, pronoun:adverbial","film_tv, nations_geography",Japanese,cards
Gender (Japanese),C1,eadeb9b8-c168-49e8-bff1-c9ca3b8f69a9,"noun:gender, verb:gerund",furniture_decor,Japanese,section
Prepositions 2 (Japanese),C2,f89c79c3-5fa4-4200-8ab7-59cf908274ad,preposition,"week_dates, music",Japanese,section
Present tense (Japanese),C2,c22ca79a-2587-45e6-8026-5b4512e18fa0,"verb:present_tense, determiner:definite_article, verb:future_tense","house_rooms, shapes",Japanese,cards
Plural (Japanese),C1,1d4325f0-fb0e-4df8-9f52-2096fc0e7a13,noun:plural,"university_academia, outdoors, measurement_quantities, literature, planes_airports",Japanese,by_yourself
Past tense (Japanese),C2,5003f323-f41b-4d2b-9345-4861ee56f2fd,verb:past_tense,"town_city, natural_sciences, hygiene_cosmetics, childhood",Japanese,section
Indefinite pronouns (Japanese),A1,435ceb7a-c075-47ef-a784-372d9224282f,"number_ordinal, pronoun:indefinite","film_tv, university_academia, appliances, money_banking",Japanese,by_yourself
Cardinal numbers and animals (Japanese),A1,ec5ab476-22ea-461d-b1af-99cf8742d863,"number_cardinal, adverb","animals_wild, locations_directions",Japanese,cards
Absolute superlative (Japanese),B2,bc938c18-9b3d-4b48-857f-ce1aeabe70b3,"adjective:absolute_superlative, interjection, verb:gerund","shapes, religions, yard_garden",Japanese,section
Appreciative derivation (Japanese),A1,0a27cf23-16ec-4f57-b91a-49abad99f4b0,noun:appreciative_derivation,"body, town_city, devices_tools_gadgets, materials, public_transit_trains",Japanese,by_yourself
Gender (Japanese),B1,086bb277-1cd6-4612-8781-1ad3e1a4db3c,noun:gender,groceries_fruits_vegetables,Japanese,cards
Subjunction and cardinal numbers (Japanese),A2,b5db0177-81f8-4289-9ce3-6b056c06834e,"number_cardinal, verb:subjunctive_mood",going_out,Japanese,by_yourself
Stressed (Japanese),B1,306a1656-e59c-4815-a576-762077c6ab16,"pronoun:stressed, pronoun:relative","media, phones, theater_shows, space",Japanese,cards
Indirect object (Japanese),A1,10aacede-6126-4664-8cc5-bd265c487071,"pronoun:indirect_object, pronoun:interrogative, pronoun:possessive",nature_landscapes,Japanese,Live
Impersonal (Japanese),B1,5ef90463-9811-4a01-8146-da3ee0ec1c34,"pronoun:impersonal, verb:gerund","public_transit_trains, traditions_celebrations",Japanese,Live
Demonstrative (Japanese),B1,131b66ca-4d34-4c4e-bd0c-f3151d382950,"determiner:demonstrative, pronoun:relative, noun:appreciative_derivation","house_rooms, university_academia",Japanese,by_yourself
Present tense (Japanese),C1,30a3182a-b7e7-4e9d-953c-b2f5b1bca55c,verb:present_tense,"art_design, love, money_banking, week_dates",Japanese,section
Definite form (Japanese),C1,ab9437e7-16a0-42c1-a4dd-c2279a9c93d7,"noun:definite_form, pronoun:stressed, adjective","old_age, plants",Japanese,by_yourself
Subjunctive mood (Japanese),A2,ba49e36c-594b-4dce-95b7-b052fbce3a1b,verb:subjunctive_mood,"house_rooms, nature_landscapes, measurement_quantities, professions, argumentation",Japanese,Live
Absolute superlative (Japanese),A2,6ed1a1c4-2567-46e8-b69c-c19b20051c74,"adjective:absolute_superlative, adjective","crime_law, senses, cooking_tableware, public_transit_trains, colors",Japanese,by_yourself
Superlative (Japanese),B1,4bb67981-449e-4c0f-a95f-7065c829fa9c,"adjective:superlative, adverb","non_understanding, locations_directions, old_age",Japanese,section
Reflexive (Japanese),C1,58d44110-2ce8-4ca1-bb8a-39aed138cfaf,"pronoun:reflexive, verb:conditional_mood","personality_traits, art_design, money_banking, professions, physical_appearance",Japanese,section
Adjectives 5 (Japanese),C2,49c16fbd-1d64-4ea9-a38d-eefdffed0999,adjective,"work_life, countryside",Japanese,cards
Relative pronouns (Japanese),A1,8c8a53f6-b5f4-4a62-89b1-8da151f90f1e,"adverb, pronoun:relative","family, bikes, adulthood, planes_airports",Japanese,Live
Infinitive (Japanese),C1,6a5ddb2a-5675-42ee-a576-4dfc93c58d6a,"verb:infinitive, number_ordinal, interjection","politics, nature_landscapes, senses, cooking_tableware, beverages",Japanese,Live
Informal pronoun (Japanese),C2,c8cb9af5-518b-42fb-bad2-11fdf9959a0d,"pronoun:informal_pronoun, noun:definite_form",measurement_quantities,Japanese,Live
Conditional mood (Japanese),C2,c5909a5e-278f-4795-951e-ad84df9218f5,"verb:conditional_mood, pronoun:interrogative, verb:modal","outdoors, groceries_fruits_vegetables, internet",Japanese,by_yourself
Superlative (Japanese),B2,66599c06-8b8e-4150-8e29-9803f853503b,adverb:superlative,"shapes, work_life, shopping, emotions_states",Japanese,section
Conditional mood (Japanese),B2,a64f5a37-21c3-45f8-8e84-b99e0c145e41,"verb:conditional_mood, verb:gerund","groceries_animal_products, adulthood, politics, university_academia, vacation",Japanese,by_yourself
Interrogatives (Swedish),C1,83efa6bd-29a3-479a-96c2-c889a06d1966,pronoun:interrogative,"phones, emotions_states",Swedish,section
Absolute superlative (Swedish),B1,fb07ee2b-6153-4bee-b69b-5c84f856f007,"adjective:absolute_superlative, verb:future_tense","space, nations_geography, outdoors, locations_directions, traditions_celebrations",Swedish,cards
Prepositions and pronouns (Swedish),A2,c3b399bf-ce98-4788-88ca-83bafc01fc03,"preposition, pronoun:impersonal","non_understanding, week_dates, hobbies_games, love",Swedish,Live
Progressive aspect (Swedish),B1,31017ca8-e8ae-41c4-a998-5281fc53b479,verb:progressive_aspect,"materials, university_academia, emotions_states",Swedish,by_yourself
Comparatives (Swedish),A1,3946dc75-7e93-4952-9564-078d45a1152f,"adjective:comparative, adverb","public_transit_trains, locations_directions",Swedish,cards
Irregular verbs (Swedish),B1,718a1a3f-c3c9-4ac0-98f6-fc63b48f75aa,"verb:irregular, verb:conditional_mood, noun:definite_form","outdoors, groceries_fruits_vegetables, locations_directions, furniture_decor",Swedish,by_yourself
Syntax (Swedish),C1,d023c815-ed68-4066-88ec-1cf12503ba64,"sentence:syntax, verb:infinitive","media, religions, money_banking, town_city, emotions_states",Swedish,section
Superlatives (Swedish),C1,f26b7639-1267-4aee-b9e8-d36d0382a387,"adverb:superlative, determiner:definite_article","love, adulthood",Swedish,Live
Indefinite form (Swedish),B1,27f595a0-11d7-460e-a4ed-06e8f2e78887,noun:indefinite_form,"dishes, bikes",Swedish,Live
Conditional mood (Swedish),B2,5093a787-7d98-45e3-9c4a-49e8d6e73dea,verb:conditional_mood,"university_academia, theater_shows, crime_law, bikes, weather_climate",Swedish,section
Partitive article (Swedish),A2,11bcb1e2-16e8-4b23-92df-d3437ef4c2d3,determiner:partitive_article,"clock_time_of_day, religions, shopping, computers_hardware",Swedish,by_yourself
Adjectives (Swedish),C1,1ab23e3f-26ad-4ab4-9742-7eb6c40a9508,adjective,money_banking,Swedish,cards
Adjectives and present (Swedish),C1,39ecd1bf-2b7f-40ac-a876-d6d89cc846a9,"adjective, verb:present_tense",music,Swedish,by_yourself
Participle (Swedish),C2,c3d5f6c6-6740-40b3-a141-aa85f8c2468b,verb:participle,"town_city, literature, numbers, public_transit_trains",Swedish,section
Participle (Swedish),A2,a4d10eb3-1a62-4cde-9867-40e2b12a4df3,"verb:participle, determiner:demonstrative, adverb:comparative","film_tv, job_applications, clock_time_of_day, numbers, hygiene_cosmetics",Swedish,cards
Nouns and prepositions (Swedish),C1,e0d1998b-dca7-40d9-a1a4-74d30a34294e,"preposition, noun:definite_form, noun:appreciative_derivation","appliances, emotions_states",Swedish,cards
Possessive (Swedish),C1,f8c413a0-152c-4f89-baf4-2cf47dfa0f36,"pronoun:possessive, pronoun:reflexive, determiner:definite_article","media, yard_garden, furniture_decor, space, week_dates",Swedish,section
Modal (Swedish),B1,20f172a9-3df8-4c65-a2bc-e5ac6401aac5,"verb:modal, adjective:comparative","bikes, family",Swedish,section
Dative case (Swedish),A2,b82e9249-f9bd-4d65-a2b9-3b6effeb0519,"noun:dative_case, sentence:interrogative, pronoun:demonstrative","university_academia, hygiene_cosmetics",Swedish,Live
Gender (Swedish),B1,3fc246d5-cd53-49a0-a48c-1f193da7427f,noun:gender,"old_age, numbers, sweets_desserts, public_transit_trains, literature",Swedish,by_yourself
Conjunctions (Swedish),C1,cc5f3876-3a39-4ef8-940a-575bd6aff879,"conjunction, sentence:interrogative, verb:participle","computers_hardware, nature_landscapes, furniture_decor",Swedish,cards
Singular (Swedish),C2,4d0f4f47-62d4-4f0b-aabf-eb3f3c866e90,"noun:singular, sentence:interrogative","polite_expressions, planes_airports, dishes, film_tv",Swedish,section
Adverbs and gender (Swedish),B2,d64a1565-9efc-47fd-a720-792097d948b8,"adverb, noun:gender, verb:auxiliary","old_age, groceries_fruits_vegetables",Swedish,section
Superlative (Swedish),A2,726a3d92-7707-432d-a96f-e5f328ee2fac,adverb:superlative,religions,Swedish,section
Direct object (Swedish),A2,f0701648-6cba-4d40-bc70-d8a27051f341,"pronoun:direct_object, verb:future_tense","public_transit_trains, family, countryside, traveling",Swedish,cards
Informal pronoun (Swedish),C2,85ea2249-6496-4d26-bcc9-c9aa83585ad1,"pronoun:informal_pronoun, verb:imperfect_aspect, verb:conditional_mood","measurement_quantities, non_understanding, appliances",Swedish,by_yourself
Appreciative derivation (Swedish),B1,4694f1e1-98f6-4126-9b43-4c160927392f,"noun:appreciative_derivation, noun:genitive_case, pronoun:direct_object",business,Swedish,by_yourself
Interjections (Swedish),C1,6a2a6e66-e3f7-430d-984c-80e7fafa8156,"interjection, verb:finite","routines_habits, argumentation, traveling, family",Swedish,Live
Progressive aspect (Swedish),B2,78e645d8-ef40-47e4-af6f-ca285aeb77f1,verb:progressive_aspect,"town_city, beverages, natural_sciences, clothes_shoes, compliments",Swedish,section
Dative case (Swedish),C1,2569b628-7e23-412a-8549-c3c6b80da08e,"noun:dative_case, noun:appreciative_derivation, verb:modal","phones, art_design, internet, languages, physical_appearance",Swedish,by_yourself
Definite form (Swedish),C1,677fbb2a-6a08-4d29-acc5-6ffb4e01a3e2,noun:definite_form,"hygiene_cosmetics, devices_tools_gadgets, groceries_fruits_vegetables, animals_wild",Swedish,section
Interrogative (Swedish),C1,ca5f00dd-a630-4c83-a401-fca2e968ca9d,"sentence:interrogative, preposition","emotions_states, body",Swedish,section
Stressed (Swedish),C2,693e7dc8-924e-40f0-b64e-df08de4919d1,pronoun:stressed,"week_dates, phones",Swedish,cards
Gender (Swedish),B1,0310130b-02ec-43dd-ae5f-7d18a57776e1,noun:gender,"house_rooms, university_academia, dining_restaurants, body",Swedish,section
Comparative (Swedish),C2,682cf737-1712-406d-91f5-ac76067e5199,adverb:comparative,"public_transit_trains, crime_law, hotels_accomodation",Swedish,section
Numbers (Swedish),B2,586d3606-8f84-4c50-bb4b-6a8bc65b414c,"number_cardinal, noun:dative_case, adjective:comparative","physical_appearance, compliments",Swedish,section
Progressive aspect (Swedish),C2,bce7f7a7-e64b-42f2-8c87-a313bb6f585b,verb:progressive_aspect,"childhood, space, countryside",Swedish,cards
Finite (Swedish),C1,767c1e3f-6262-46f3-98a9-cc91396b38e2,"verb:finite, determiner:indefinite_article, pronoun:stressed",hygiene_cosmetics,Swedish,cards
Participle (Swedish),C2,345f2397-464e-4a13-af6d-069c18e8b69b,verb:participle,"film_tv, personality_traits, hygiene_cosmetics, dining_restaurants, art_design",Swedish,by_yourself
Gender (Swedish),C1,886c013c-d195-466d-8c9a-b26a1a4cf05b,noun:gender,"nations_geography, theater_shows, groceries_fruits_vegetables, natural_sciences, shopping",Swedish,section
Interrogative (Swedish),A2,3d04448c-5b03-4e0e-85bc-380ae6363150,"sentence:interrogative, verb:auxiliary","measurement_quantities, theater_shows, emotions_states, colors, nations_geography",Swedish,cards
Singular (Swedish),A2,13477a6b-b66e-46f6-8b87-ccd3f667c40b,"noun:singular, verb:finite","vacation, accidents_catastrophes, personality_traits, sports_exercise",Swedish,by_yourself
Passive voice (Swedish),A2,24b7b42f-6917-4306-96bf-5a9b8812499f,verb:passive_voice,"shapes, groceries_grains",Swedish,Live
Ordinal numbers (Swedish),A2,d5539726-30ca-4e27-9ef4-095dccbe1183,number_ordinal,"art_design, hobbies_games, sports_exercise, illness_injury, friends",Swedish,Live
Prepositions and adjectives (Swedish),A2,e0e52ce0-0fa8-4075-bbe2-b17dee460c39,"preposition, adjective:superlative, pronoun:possessive","personality_traits, media, outdoors",Swedish,Live
Infinitive (Swedish),B1,cba5fea9-7407-4b50-af65-144e5f8e3942,"verb:infinitive, verb:future_tense, noun:plural","dining_restaurants, colors, university_academia",Swedish,Live
Infinitive (Swedish),C1,8f32bea6-7c15-4e03-934f-e2baf7357eb2,verb:infinitive,"film_tv, shopping, shapes, planes_airports",Swedish,Live
Cardinal numbers and weather (Swedish),A1,221ab63a-4756-4e50-93b2-2e6ce7acb0ff,"number_cardinal, verb:auxiliary",weather_climate,Swedish,by_yourself
Indefinite form (Swedish),B1,9c2d3d6c-fe96-448e-8ae3-1a227b1d10eb,"noun:indefinite_form, determiner:indefinite_article, pronoun:personal","literature, theater_shows",Swedish,Live
Prepositions and possessives (Swedish),B1,90bca527-fb9b-4e3b-8cfa-d5b10d192891,"preposition, pronoun:possessive, verb:passive_voice","groceries_fruits_vegetables, dining_restaurants, week_dates",Swedish,section
Nominative case (Swedish),A2,493392f5-7135-4d02-893d-676006940dac,noun:nominative_case,"personality_traits, numbers",Swedish,by_yourself
Gender (Swedish),C1,8b38155b-cc28-416c-b793-5a252e333034,"noun:gender, adjective:superlative","accidents_catastrophes, week_dates, illness_injury",Swedish,cards
Impersonal (Swedish),C1,13555a3d-7b38-4fab-a8b1-6cc8207a30ec,"pronoun:impersonal, verb:infinitive, verb:finite","music, crime_law, animals_wild",Swedish,by_yourself
Genitive case (Swedish),A2,59aaa539-5e9d-4daf-bb4b-5c8db81b47e8,"noun:genitive_case, verb:gerund, noun:dative_case","town_city, furniture_decor, colors, plants",Swedish,cards
Plural (Swedish),C2,9d2ac056-7de4-479e-8018-c72ae55d17e5,"noun:plural, verb:future_tense","compliments, non_understanding, vacation, polite_expressions, music",Swedish,cards
Plural (Swedish),A2,1dac9bbd-3889-4097-8528-cadcb8679857,noun:plural,"love, clock_time_of_day, death, house_rooms, phones",Swedish,by_yourself
Gender (Swedish),C2,6774dde3-821c-4afa-8670-1149f4f823e6,noun:gender,"religions, dining_restaurants, non_understanding, body, weather_climate",Swedish,cards
Finite (Swedish),C1,5dbb138e-fb5e-4bb1-9b03-308d181e02e6,"verb:finite, pronoun:indefinite, noun:accusative_case",nations_geography,Swedish,Live
Indefinite (Swedish),C2,fd1dc3fd-c721-409a-94a5-4305460cd32a,"pronoun:indefinite, noun:dative_case, sentence:syntax","shapes, space, routines_habits, personality_traits",Swedish,cards
Modal (Swedish),A2,ca937795-72da-4372-9ad1-7a86206faa2e,"verb:modal, pronoun:indefinite, noun:gender","film_tv, phones, hygiene_cosmetics, space, bikes",Swedish,Live
Dative case (Swedish),C2,d405d3f1-8d6e-4334-9c65-02ff412c9626,"noun:dative_case, noun:appreciative_derivation, determiner:definite_article","body, housework, colors",Swedish,cards
Possessive (Swedish),A1,e72aedb1-d115-45c5-8cb2-266d0084c5ed,pronoun:possessive,"religions, body",Swedish,section
Past tense (Swedish),C2,f4f0b2e2-79c6-49e4-8465-40230c9a5361,"verb:past_tense, verb:imperfect_aspect","measurement_quantities, phones, professions",Swedish,by_yourself
Present tense (Swedish),C1,72a0c508-f4a3-4008-bdbb-b92f048e4b4e,"verb:present_tense, adjective:superlative","senses, animals_domesticated, polite_expressions, clothes_shoes",Swedish,section
Dative case (Swedish),C1,bcb716ac-95ba-412a-bb8b-9734f00962f0,"noun:dative_case, sentence:syntax","colors, old_age, outdoors, weather_climate",Swedish,section
Absolutes and prepositions (Swedish),A2,4bbbea27-4186-499a-978a-0a394ef48767,"preposition, adjective:absolute_superlative",routines_habits,Swedish,section
Finite (Swedish),B2,89e83815-3a6e-4ce6-8d27-a048cb42ac44,"verb:finite, verb:auxiliary, number_cardinal","countryside, dining_restaurants, cooking_tableware",Swedish,cards
Syntax (Swedish),C1,e8bc88f9-8aff-4f9a-b48f-041ba7de56e3,sentence:syntax,"friends, clock_time_of_day, colors",Swedish,Live
Demonstrative (Swedish),B1,2fd1fde4-ff1d-4903-bbd2-7d497676cfdf,"determiner:demonstrative, adjective:absolute_superlative","animals_domesticated, materials, dishes, colors, accidents_catastrophes",Swedish,by_yourself
Indefinite form (Swedish),A2,0ae8ee7c-7917-4276-b96b-0ffad35a86f3,"noun:indefinite_form, determiner:possessive, pronoun:formal_pronoun",physical_appearance,Swedish,section
Present tense (Swedish),C1,0b3ef7fc-fa7e-413b-ab0b-15595d34f566,"verb:present_tense, determiner:indefinite_article",dishes,Swedish,by_yourself
